Date,Open,High,Low,Close,Adj Close,Volume
2000-08-28,151.25,152.90625,151.25,151.765625,97.82649230957031,5518700
2000-08-29,151.4375,151.875,150.90625,151.796875,97.84668731689453,3561900
2000-08-30,151.3125,151.5,150.34375,150.34375,96.9100112915039,3964800
2000-08-31,151.0625,153.09375,150.90625,152.34375,98.19920349121094,4863100
2000-09-01,153.25,153.59375,152.0,152.5,98.2999038696289,3191200
2000-09-05,151.875,152.203125,150.8125,151.28125,97.51428985595703,3470800
2000-09-06,151.1875,151.953125,149.53125,149.5625,96.40641784667969,4322200
2000-09-07,150.25,151.078125,149.828125,150.84375,97.23229217529297,4265500
2000-09-08,150.28125,150.5,149.328125,149.8125,96.56755828857422,3518200
2000-09-11,149.75,151.1875,148.6875,149.59375,96.426513671875,3937500
2000-09-12,149.75,150.25,148.4375,148.5,95.72154998779297,4769100
2000-09-13,148.0,149.34375,147.65625,148.890625,95.9733657836914,7691600
2000-09-14,149.875,149.9375,148.15625,149.640625,96.45677185058594,3397100
2000-09-15,148.1875,148.25,146.0,146.0,94.34650421142578,4085700
2000-09-18,146.375,146.96875,144.203125,144.65625,93.47819519042969,5109300
2000-09-19,145.125,146.3125,144.703125,145.96875,94.32626342773438,6588200
2000-09-20,145.6875,146.03125,143.15625,144.890625,93.62962341308594,6508100
2000-09-21,144.46875,145.5625,142.625,142.6875,92.2059326171875,5972300
2000-09-22,142.625,145.3125,142.421875,145.28125,93.88201141357422,7791300
2000-09-25,145.9375,146.0625,143.71875,144.25,93.21565246582031,9726300
2000-09-26,144.375,145.0,142.40625,142.40625,92.024169921875,5302400
2000-09-27,143.5625,143.96875,142.125,143.15625,92.50883483886719,7186200
2000-09-28,143.1875,146.328125,142.890625,145.0,93.7002944946289,7036400
2000-09-29,145.46875,145.96875,143.625,143.625,92.81175994873047,9333600
2000-10-02,144.28125,144.90625,143.140625,143.84375,92.95307159423828,5517800
2000-10-03,144.53125,145.75,142.28125,142.5,92.0847396850586,9347200
2000-10-04,142.875,144.25,141.75,143.6875,92.85211944580078,6148900
2000-10-05,143.40625,144.84375,143.3125,144.1875,93.17525482177734,4566900
2000-10-06,143.875,144.640625,139.75,141.0625,91.15584564208984,10014900
2000-10-09,141.3125,141.3125,139.375,140.0,90.46925354003906,4508000
2000-10-10,140.09375,141.25,137.6875,137.6875,88.97486877441406,6104700
2000-10-11,137.625,138.625,135.125,136.53125,88.22770690917969,10346000
2000-10-12,137.28125,137.59375,132.78125,133.125,86.02656555175781,12336900
2000-10-13,132.9375,137.65625,132.875,137.5625,88.89411163330078,11778800
2000-10-16,137.40625,138.234375,136.6875,138.1875,89.29802703857422,5659000
2000-10-17,138.4375,138.5625,134.40625,134.75,87.0766372680664,7831700
2000-10-18,132.625,136.125,130.15625,134.25,86.75352478027344,10897300
2000-10-19,136.84375,139.453125,136.4375,139.3125,90.02497863769531,8767300
2000-10-20,138.375,141.1875,138.375,139.90625,90.40867614746094,7373500
2000-10-23,139.9375,141.03125,138.9375,140.53125,90.81255340576172,5290000
2000-10-24,140.96875,141.9375,139.0,139.59375,90.20674133300781,5750700
2000-10-25,138.75,139.5625,136.125,136.3125,88.08634948730469,9137600
2000-10-26,137.125,137.65625,134.03125,136.6875,88.32868957519531,9345800
2000-10-27,137.875,139.28125,136.625,139.28125,90.00475311279297,9762900
2000-10-30,138.4375,141.09375,138.15625,140.53125,90.81255340576172,10154100
2000-10-31,141.015625,143.6875,140.0625,142.953125,92.37757110595703,7752400
2000-11-01,142.25,143.25,141.21875,142.46875,92.06459045410156,6753600
2000-11-02,143.15625,143.90625,142.515625,142.703125,92.21601104736328,11395100
2000-11-03,143.46875,143.75,142.375,142.78125,92.26651000976562,5187100
2000-11-06,143.15625,144.296875,143.03125,143.78125,92.9127197265625,4042500
2000-11-07,143.140625,144.0,142.5625,143.75,92.89253997802734,5231300
2000-11-08,144.0625,144.0625,140.5625,140.5625,90.832763671875,6123300
2000-11-09,140.0,141.21875,137.25,140.03125,90.48941802978516,10635300
2000-11-10,139.0,139.46875,136.53125,136.625,88.28826141357422,8569500
2000-11-13,135.625,136.984375,133.015625,135.5625,87.6016616821289,17285300
2000-11-14,137.46875,139.625,137.0,139.125,89.9038314819336,7668900
2000-11-15,139.0625,140.109375,137.75,139.5625,90.18651580810547,8837700
2000-11-16,138.578125,139.875,137.3125,137.375,88.7729721069336,6684100
2000-11-17,137.3125,139.0,135.75,136.640625,88.29837799072266,6551100
2000-11-20,135.75,136.375,134.3125,134.6875,87.03627014160156,5458500
2000-11-21,134.875,136.1875,133.515625,135.375,87.48058319091797,7684300
2000-11-22,134.34375,134.875,132.125,132.140625,85.39044952392578,5736900
2000-11-24,133.625,134.96875,133.625,134.84375,87.13722229003906,3411600
2000-11-27,136.46875,136.6875,135.3125,136.03125,87.9045639038086,5992000
2000-11-28,135.125,136.59375,133.640625,133.6875,86.39002227783203,5336100
2000-11-29,134.375,135.90625,133.265625,133.4375,86.228515625,6914100
2000-11-30,132.5,133.5,129.75,132.28125,85.4813232421875,11201600
2000-12-01,133.1875,134.0625,131.0,132.21875,85.44093322753906,7587200
2000-12-04,131.875,133.875,131.5,133.34375,86.16791534423828,6996600
2000-12-05,134.875,138.25,134.40625,137.71875,88.99507904052734,8883400
2000-12-06,137.78125,138.34375,135.03125,135.515625,87.57139587402344,12888000
2000-12-07,134.875,135.875,133.65625,133.65625,86.3698501586914,6529100
2000-12-08,137.0625,139.46875,133.875,133.96875,86.57179260253906,10276300
2000-12-11,137.375,139.5625,136.71875,138.625,89.58070373535156,6405600
2000-12-12,138.1875,138.8125,137.375,138.03125,89.19699096679688,5022900
2000-12-13,139.25,139.40625,136.03125,136.140625,87.97528839111328,6070500
2000-12-14,135.875,136.5,134.03125,134.40625,86.85454559326172,7678400
2000-12-15,133.125,133.125,130.5625,130.96875,84.89277648925781,9065300
2000-12-18,132.0625,133.46875,131.765625,132.71875,86.02706909179688,7235400
2000-12-19,132.46875,134.96875,130.015625,130.015625,84.27494812011719,9616600
2000-12-20,128.625,128.9375,126.09375,126.25,81.83412170410156,9994300
2000-12-21,126.0,128.859375,125.53125,127.125,82.40128326416016,14331500
2000-12-22,129.0,131.109375,128.84375,130.9375,84.87252044677734,10182900
2000-12-26,130.84375,132.34375,130.28125,132.34375,85.7840347290039,4665300
2000-12-27,131.75,133.734375,131.25,133.3125,86.41197967529297,4854100
2000-12-28,132.8125,133.875,132.59375,133.71875,86.67527770996094,8358700
2000-12-29,134.0625,134.28125,131.1875,131.1875,85.0345687866211,8774600
2001-01-02,132.0,132.15625,127.5625,128.8125,83.49508666992188,8737500
2001-01-03,128.3125,136.0,127.65625,135.0,87.50576782226562,19431600
2001-01-04,134.9375,135.46875,133.0,133.546875,86.56385040283203,9219000
2001-01-05,133.46875,133.625,129.1875,129.1875,83.73818969726562,12911400
2001-01-08,129.875,130.1875,127.6875,130.1875,84.3863754272461,6625300
2001-01-09,131.046875,131.5,129.421875,129.84375,84.16352081298828,5702400
2001-01-10,129.0,132.125,128.8125,132.125,85.64222717285156,8746100
2001-01-11,131.09375,133.484375,131.09375,132.25,85.72323608398438,7245100
2001-01-12,132.6875,133.71875,131.28125,132.0,85.56122589111328,7244000
2001-01-16,132.0,133.1875,131.515625,132.84375,86.10810852050781,8542200
2001-01-17,134.84375,135.046875,132.640625,133.453125,86.50309753417969,7851400
2001-01-18,133.4375,135.703125,132.9375,134.78125,87.36399841308594,8107000
2001-01-19,136.1875,136.1875,133.875,134.015625,86.86769104003906,7782500
2001-01-22,134.25,135.78125,133.5625,134.90625,87.44500732421875,7050900
2001-01-23,134.46875,136.65625,134.15625,135.96875,88.13368225097656,8463100
2001-01-24,136.25,137.3125,135.84375,136.375,88.3970718383789,6199900
2001-01-25,136.25,137.25,135.65625,136.03125,88.17420959472656,10818300
2001-01-26,135.15625,136.125,134.453125,135.875,88.07295989990234,7136800
2001-01-29,135.5,136.89999389648438,135.3699951171875,136.60000610351562,88.54290771484375,6705900
2001-01-30,136.3000030517578,137.9199981689453,135.7899932861328,137.8000030517578,89.32074737548828,7069100
2001-01-31,137.39999389648438,138.6999969482422,136.60000610351562,137.02000427246094,88.81512451171875,9706900
2001-02-01,137.10000610351562,137.9499969482422,136.25,137.92999267578125,89.40494537353516,8239100
2001-02-02,137.39999389648438,137.99000549316406,134.75,134.8000030517578,87.37611389160156,8276600
2001-02-05,134.8000030517578,135.94000244140625,134.75,135.7899932861328,88.01782989501953,4352900
2001-02-06,135.3000030517578,136.6999969482422,135.22000122070312,135.38999938964844,87.75859069824219,7106700
2001-02-07,134.72000122070312,135.39999389648438,133.67999267578125,134.69000244140625,87.30485534667969,5748700
2001-02-08,134.8000030517578,135.39999389648438,133.10000610351562,133.1199951171875,86.28716278076172,5943300
2001-02-09,133.35000610351562,133.35000610351562,131.25999450683594,131.83999633789062,85.4574966430664,9913000
2001-02-12,131.6999969482422,133.5,131.6999969482422,133.35000610351562,86.43630981445312,5804400
2001-02-13,133.6999969482422,134.1699981689453,132.0,132.25999450683594,85.72974395751953,6587600
2001-02-14,132.64999389648438,132.64999389648438,130.66000366210938,132.05999755859375,85.60011291503906,8400100
2001-02-15,132.83999633789062,133.52000427246094,131.99000549316406,133.33999633789062,86.42980194091797,5929800
2001-02-16,131.0,131.2899932861328,129.3000030517578,130.39999389648438,84.52410888671875,6434900
2001-02-20,131.0399932861328,131.13999938964844,128.10000610351562,128.38999938964844,83.22124481201172,5760000
2001-02-21,127.9000015258789,128.83999633789062,125.5,125.62000274658203,81.42577362060547,10910800
2001-02-22,126.3499984741211,126.54000091552734,123.0199966430664,125.80999755859375,81.54888153076172,21281600
2001-02-23,125.08000183105469,125.54000091552734,121.80000305175781,124.95999908447266,80.99794006347656,20173000
2001-02-26,125.80000305175781,127.62000274658203,124.5,127.62000274658203,82.72212982177734,11503700
2001-02-27,126.80000305175781,127.83999633789062,125.51000213623047,126.44000244140625,81.95728302001953,11415000
2001-02-28,126.75,126.83999633789062,123.2699966430664,123.94999694824219,80.3432846069336,14825800
2001-03-01,124.05000305175781,124.5999984741211,121.75,124.5999984741211,80.76459503173828,14672000
2001-03-02,122.5,125.6500015258789,122.30000305175781,123.61000061035156,80.12286376953125,12564300
2001-03-05,124.1500015258789,124.77999877929688,123.80999755859375,124.73999786376953,80.8553466796875,5293200
2001-03-06,126.3499984741211,127.75,125.48999786376953,126.08000183105469,81.72391510009766,6917000
2001-03-07,126.9000015258789,127.04000091552734,125.76000213623047,126.9800033569336,82.30728149414062,6371700
2001-03-08,126.5999984741211,127.23999786376953,126.13999938964844,127.12000274658203,82.39801788330078,6055000
2001-03-09,126.0999984741211,126.0999984741211,123.11000061035156,123.36000061035156,79.9608154296875,10020300
2001-03-12,122.33999633789062,122.5,117.75,118.08000183105469,76.53838348388672,13972900
2001-03-13,119.4000015258789,120.44000244140625,117.52999877929688,120.0199966430664,77.7958984375,12888000
2001-03-14,117.05000305175781,119.29000091552734,115.75,117.6500015258789,76.25965118408203,19883400
2001-03-15,118.44999694824219,118.86000061035156,117.36000061035156,117.68000030517578,76.27910614013672,10370300
2001-03-16,117.12999725341797,117.4000015258789,114.80999755859375,115.01000213623047,74.7491683959961,58514600
2001-03-19,115.76000213623047,117.69000244140625,114.81999969482422,117.3499984741211,76.27003479003906,10067800
2001-03-20,117.9000015258789,118.45999908447266,114.11000061035156,114.19999694824219,74.22271728515625,15083900
2001-03-21,114.18000030517578,115.26000213623047,111.9000015258789,112.26000213623047,72.96185302734375,19004600
2001-03-22,112.0199966430664,112.5999984741211,108.04000091552734,111.12000274658203,72.22090148925781,28624800
2001-03-23,113.25,114.66000366210938,111.5,114.4800033569336,74.4046859741211,12861700
2001-03-26,115.69999694824219,116.2699966430664,114.7699966430664,115.94000244140625,75.35363006591797,9943800
2001-03-27,115.62000274658203,118.6500015258789,115.27999877929688,118.30999755859375,76.89393615722656,12880700
2001-03-28,116.9000015258789,116.94999694824219,114.9000015258789,115.04000091552734,74.76866149902344,10953300
2001-03-29,114.69999694824219,116.5,112.13999938964844,115.4800033569336,75.05462646484375,12060300
2001-03-30,115.55000305175781,116.69000244140625,114.5,116.69000244140625,75.841064453125,9183600
2001-04-02,116.30000305175781,117.37999725341797,113.80000305175781,114.19999694824219,74.22271728515625,10561000
2001-04-03,113.9800033569336,114.1500015258789,110.05999755859375,110.38999938964844,71.7464599609375,12836000
2001-04-04,110.56999969482422,112.0999984741211,109.30000305175781,110.8499984741211,72.0454330444336,14884300
2001-04-05,113.30000305175781,115.48999786376953,112.5,115.05000305175781,74.7751693725586,21522800
2001-04-06,113.98999786376953,114.4000015258789,112.05999755859375,113.30000305175781,73.63778686523438,14937800
2001-04-09,114.0,114.98999786376953,112.77999877929688,114.55999755859375,74.45669555664062,9034300
2001-04-10,115.44999694824219,117.75,115.16999816894531,116.6500015258789,75.81507110595703,17873600
2001-04-11,118.77999877929688,118.98999786376953,116.13999938964844,116.7300033569336,75.8670654296875,12722300
2001-04-12,116.30000305175781,118.94000244140625,115.95999908447266,118.8499984741211,77.24491119384766,9233200
2001-04-16,118.29000091552734,118.88999938964844,116.91000366210938,117.5999984741211,76.4324722290039,7350000
2001-04-17,117.30999755859375,119.66000366210938,117.0199966430664,119.26000213623047,77.51139068603516,10924700
2001-04-18,121.05999755859375,126.0,120.69000244140625,124.0,80.59208679199219,32481600
2001-04-19,124.25,125.83999633789062,123.58000183105469,125.6500015258789,81.66448211669922,13809900
2001-04-20,124.9000015258789,125.4000015258789,123.66000366210938,124.5,80.91706848144531,7626700
2001-04-23,123.6500015258789,123.88999938964844,121.91000366210938,122.23999786376953,79.44824981689453,8451800
2001-04-24,122.5199966430664,123.6500015258789,121.0999984741211,121.58000183105469,79.01925659179688,10044700
2001-04-25,121.41999816894531,123.66999816894531,120.94999694824219,123.16999816894531,80.05264282226562,8249000
2001-04-26,123.7300033569336,125.22000122070312,123.5,123.72000122070312,80.41011810302734,10590400
2001-04-27,124.91999816894531,125.83999633789062,124.19999694824219,125.77999877929688,81.7490005493164,7938700
2001-04-30,126.44999694824219,127.2699966430664,124.66999816894531,126.66000366210938,82.32091522216797,10766900
2001-05-01,125.06999969482422,127.1500015258789,124.5999984741211,127.05000305175781,82.57441711425781,10578000
2001-05-02,127.41000366210938,127.69000244140625,126.0,126.81999969482422,82.42493438720703,9572900
2001-05-03,126.12999725341797,126.1500015258789,124.22000122070312,125.20999908447266,81.37849426269531,9926200
2001-05-04,123.6500015258789,127.3499984741211,123.44000244140625,127.33999633789062,82.76290130615234,12145300
2001-05-07,126.86000061035156,127.37999725341797,126.2300033569336,126.23999786376953,82.04795837402344,7185200
2001-05-08,126.86000061035156,127.0999984741211,125.55999755859375,126.18000030517578,82.00894165039062,6952600
2001-05-09,125.25,126.55000305175781,125.05999755859375,125.6500015258789,81.66448211669922,9507400
2001-05-10,127.26000213623047,127.5,125.7699966430664,126.0199966430664,81.90496063232422,6872400
2001-05-11,126.0,126.48999786376953,124.4000015258789,125.1500015258789,81.33953094482422,7734400
2001-05-14,124.9000015258789,125.44000244140625,124.45999908447266,125.4000015258789,81.50199890136719,7914000
2001-05-15,125.55000305175781,126.5,124.8499984741211,125.9800033569336,81.87897491455078,9782200
2001-05-16,124.83999633789062,129.1999969482422,124.62000274658203,128.9499969482422,83.80924224853516,14909000
2001-05-17,129.0,130.0800018310547,128.55999755859375,129.14999389648438,83.93927764892578,11824600
